"Recipient","Year","Import","Regime"
"Uruguay","1955",2,"Democratic"
"Uruguay","1956",22,"Democratic"
"Uruguay","1957",12,"Democratic"
"Uruguay","1958",9,"Democratic"
"Uruguay","1960",17,"Democratic"
"Uruguay","1961",0,"Democratic"
"Uruguay","1962",100,"Democratic"
"Uruguay","1963",0,"Democratic"
"Uruguay","1964",2,"Democratic"
"Uruguay","1965",8,"Democratic"
"Uruguay","1966",6,"Democratic"
"Uruguay","1968",10,"Democratic"
"Uruguay","1969",12,"Democratic"
"Uruguay","1970",10,"Democratic"
"Uruguay","1971",16,"Democratic"
"Uruguay","1972",24,"Electoral Authoritarian"
"Uruguay","1973",6,"Autocratic"
"Uruguay","1974",5,"Autocratic"
"Uruguay","1975",13,"Autocratic"
"Uruguay","1976",53,"Autocratic"
"Uruguay","1977",2,"Autocratic"
"Uruguay","1978",8,"Autocratic"
"Uruguay","1979",9,"Autocratic"
"Uruguay","1980",21,"Autocratic"
"Uruguay","1981",100,"Autocratic"
"Uruguay","1982",15,"Autocratic"
"Uruguay","1983",17,"Autocratic"
"Uruguay","1985",12,"Democratic"
"Uruguay","1988",16,"Democratic"
"Uruguay","1989",41,"Democratic"
"Uruguay","1990",41,"Democratic"
"Uruguay","1991",63,"Democratic"
"Uruguay","1992",25,"Democratic"
"Uruguay","1993",18,"Democratic"
"Uruguay","1994",11,"Democratic"
"Uruguay","1995",12,"Democratic"
"Uruguay","1996",4,"Democratic"
"Uruguay","1997",19,"Democratic"
"Uruguay","1998",27,"Democratic"
"Uruguay","1999",9,"Democratic"
"Uruguay","2000",4,"Democratic"
"Uruguay","2002",13,"Democratic"
"Uruguay","2005",20,"Democratic"
"Uruguay","2006",8,"Democratic"
"Uruguay","2007",3,"Democratic"
"Uruguay","2008",78,"Democratic"
"Uruguay","2009",29,"Democratic"
"Uruguay","2010",20,"Democratic"
"Uruguay","2013",3,"Democratic"
"Uruguay","2014",9,"Democratic"
"Uruguay","2015",13,"Democratic"
"Uruguay","2018",10,"Democratic"
"Uruguay","2020",25,"Democratic"
"Uruguay","2021",3,"Democratic"
"Uruguay","2022",7,"Democratic"
"Uruguay","2023",5,"Democratic"
"Nicaragua","1953",3,"Autocratic"
"Nicaragua","1954",15,"Autocratic"
"Nicaragua","1955",27,"Autocratic"
"Nicaragua","1956",1,"Autocratic"
"Nicaragua","1957",4,"Autocratic"
"Nicaragua","1958",6,"Autocratic"
"Nicaragua","1960",2,"Autocratic"
"Nicaragua","1961",8,"Autocratic"
"Nicaragua","1962",6,"Autocratic"
"Nicaragua","1963",8,"Autocratic"
"Nicaragua","1964",0,"Autocratic"
"Nicaragua","1965",0,"Autocratic"
"Nicaragua","1966",2,"Autocratic"
"Nicaragua","1971",5,"Autocratic"
"Nicaragua","1972",5,"Autocratic"
"Nicaragua","1973",10,"Autocratic"
"Nicaragua","1976",8,"Autocratic"
"Nicaragua","1977",19,"Autocratic"
"Nicaragua","1978",13,"Autocratic"
"Nicaragua","1981",44,"Autocratic"
"Nicaragua","1982",69,"Autocratic"
"Nicaragua","1983",50,"Autocratic"
"Nicaragua","1984",167,"Autocratic"
"Nicaragua","1985",90,"Autocratic"
"Nicaragua","1986",91,"Electoral Authoritarian"
"Nicaragua","1987",157,"Electoral Authoritarian"
"Nicaragua","1988",63,"Electoral Authoritarian"
"Nicaragua","1989",14,"Electoral Authoritarian"
"Nicaragua","1990",107,"Democratic"
"Nicaragua","1991",1,"Democratic"
"Nicaragua","2007",14,"Electoral Authoritarian"
"Nicaragua","2009",15,"Electoral Authoritarian"
"Nicaragua","2014",13,"Electoral Authoritarian"
"Nicaragua","2015",14,"Electoral Authoritarian"
"Nicaragua","2016",86,"Autocratic"
"Nicaragua","2017",7,"Autocratic"
"Nicaragua","2019",13,"Autocratic"
"Laos","1954",1,"Autocratic"
"Laos","1955",2,"Autocratic"
"Laos","1956",1,"Autocratic"
"Laos","1957",1,"Electoral Authoritarian"
"Laos","1958",10,"Electoral Authoritarian"
"Laos","1959",2,"Electoral Authoritarian"
"Laos","1960",3,"Autocratic"
"Laos","1961",4,"Autocratic"
"Laos","1962",19,"Autocratic"
"Laos","1963",15,"Autocratic"
"Laos","1964",7,"Autocratic"
"Laos","1965",7,"Autocratic"
"Laos","1966",14,"Autocratic"
"Laos","1967",14,"Autocratic"
"Laos","1968",4,"Autocratic"
"Laos","1969",6,"Autocratic"
"Laos","1970",32,"Autocratic"
"Laos","1971",17,"Autocratic"
"Laos","1972",14,"Autocratic"
"Laos","1973",44,"Autocratic"
"Laos","1974",1,"Autocratic"
"Laos","1975",37,"Autocratic"
"Laos","1976",21,"Autocratic"
"Laos","1977",134,"Autocratic"
"Laos","1978",26,"Autocratic"
"Laos","1980",35,"Autocratic"
"Laos","1981",54,"Autocratic"
"Laos","1982",1,"Autocratic"
"Laos","1983",94,"Autocratic"
"Laos","1984",26,"Autocratic"
"Laos","1985",59,"Autocratic"
"Laos","1987",29,"Autocratic"
"Laos","1988",18,"Autocratic"
"Laos","1990",8,"Autocratic"
"Laos","1997",43,"Autocratic"
"Laos","1998",22,"Autocratic"
"Laos","1999",30,"Autocratic"
"Laos","2000",7,"Autocratic"
"Laos","2003",0,"Autocratic"
"Laos","2005",4,"Autocratic"
"Laos","2008",7,"Autocratic"
"Laos","2009",26,"Autocratic"
"Laos","2011",15,"Autocratic"
"Laos","2012",19,"Autocratic"
"Laos","2013",19,"Autocratic"
"Laos","2015",7,"Autocratic"
"Laos","2017",2,"Autocratic"
"Laos","2018",123,"Autocratic"
"Laos","2019",27,"Autocratic"
"Laos","2020",17,"Autocratic"
"Laos","2021",3,"Autocratic"
"Laos","2023",2,"Autocratic"
"Zimbabwe","1950",1,"Autocratic"
"Zimbabwe","1951",11,"Autocratic"
"Zimbabwe","1952",2,"Autocratic"
"Zimbabwe","1953",8,"Autocratic"
"Zimbabwe","1954",36,"Autocratic"
"Zimbabwe","1955",27,"Autocratic"
"Zimbabwe","1956",8,"Autocratic"
"Zimbabwe","1958",61,"Autocratic"
"Zimbabwe","1960",15,"Autocratic"
"Zimbabwe","1962",16,"Autocratic"
"Zimbabwe","1963",20,"Autocratic"
"Zimbabwe","1967",21,"Autocratic"
"Zimbabwe","1971",5,"Autocratic"
"Zimbabwe","1972",21,"Autocratic"
"Zimbabwe","1973",0,"Autocratic"
"Zimbabwe","1974",2,"Autocratic"
"Zimbabwe","1975",42,"Autocratic"
"Zimbabwe","1976",19,"Autocratic"
"Zimbabwe","1977",4,"Autocratic"
"Zimbabwe","1978",13,"Autocratic"
"Zimbabwe","1981",15,"Electoral Authoritarian"
"Zimbabwe","1982",81,"Electoral Authoritarian"
"Zimbabwe","1983",34,"Electoral Authoritarian"
"Zimbabwe","1984",33,"Electoral Authoritarian"
"Zimbabwe","1985",28,"Autocratic"
"Zimbabwe","1986",212,"Autocratic"
"Zimbabwe","1987",29,"Autocratic"
"Zimbabwe","1988",2,"Autocratic"
"Zimbabwe","1990",2,"Autocratic"
"Zimbabwe","1991",47,"Autocratic"
"Zimbabwe","1992",63,"Autocratic"
"Zimbabwe","1993",0,"Autocratic"
"Zimbabwe","1998",1,"Autocratic"
"Zimbabwe","1999",25,"Autocratic"
"Zimbabwe","2000",8,"Autocratic"
"Zimbabwe","2001",10,"Autocratic"
"Zimbabwe","2003",16,"Autocratic"
"Zimbabwe","2004",14,"Autocratic"
"Zimbabwe","2005",25,"Autocratic"
"Zimbabwe","2006",25,"Autocratic"
"Zimbabwe","2023",20,"Autocratic"
"Armenia","1993",2,"Democratic"
"Armenia","1994",181,"Democratic"
"Armenia","1995",47,"Electoral Authoritarian"
"Armenia","1996",68,"Electoral Authoritarian"
"Armenia","1999",2,"Electoral Authoritarian"
"Armenia","2004",118,"Autocratic"
"Armenia","2007",1,"Autocratic"
"Armenia","2009",46,"Autocratic"
"Armenia","2010",52,"Autocratic"
"Armenia","2011",5,"Autocratic"
"Armenia","2013",16,"Autocratic"
"Armenia","2016",110,"Autocratic"
"Armenia","2017",18,"Autocratic"
"Armenia","2019",248,"Democratic"
"Armenia","2021",32,"Democratic"
"Armenia","2022",29,"Democratic"
"Armenia","2023",7,"Democratic"
"Lithuania","1992",70,"Democratic"
"Lithuania","1993",10,"Democratic"
"Lithuania","1995",5,"Democratic"
"Lithuania","1996",15,"Democratic"
"Lithuania","1998",15,"Democratic"
"Lithuania","1999",9,"Democratic"
"Lithuania","2000",6,"Democratic"
"Lithuania","2001",16,"Democratic"
"Lithuania","2002",14,"Democratic"
"Lithuania","2003",1,"Democratic"
"Lithuania","2004",47,"Democratic"
"Lithuania","2005",11,"Democratic"
"Lithuania","2006",53,"Democratic"
"Lithuania","2007",4,"Democratic"
"Lithuania","2008",27,"Democratic"
"Lithuania","2009",27,"Democratic"
"Lithuania","2010",8,"Democratic"
"Lithuania","2011",1,"Democratic"
"Lithuania","2012",1,"Democratic"
"Lithuania","2013",73,"Democratic"
"Lithuania","2014",10,"Democratic"
"Lithuania","2015",14,"Democratic"
"Lithuania","2016",34,"Democratic"
"Lithuania","2017",7,"Democratic"
"Lithuania","2018",8,"Democratic"
"Lithuania","2019",37,"Democratic"
"Lithuania","2020",116,"Democratic"
"Lithuania","2021",104,"Democratic"
"Lithuania","2022",75,"Democratic"
"Lithuania","2023",99,"Democratic"
"Ghana","1959",1,"Electoral Authoritarian"
"Ghana","1960",12,"Electoral Authoritarian"
"Ghana","1961",107,"Electoral Authoritarian"
"Ghana","1962",20,"Electoral Authoritarian"
"Ghana","1963",6,"Electoral Authoritarian"
"Ghana","1964",40,"Electoral Authoritarian"
"Ghana","1965",40,"Electoral Authoritarian"
"Ghana","1966",24,"Autocratic"
"Ghana","1967",1,"Autocratic"
"Ghana","1972",12,"Autocratic"
"Ghana","1973",13,"Autocratic"
"Ghana","1974",19,"Autocratic"
"Ghana","1975",28,"Autocratic"
"Ghana","1976",39,"Autocratic"
"Ghana","1978",18,"Autocratic"
"Ghana","1979",7,"Electoral Authoritarian"
"Ghana","1980",38,"Democratic"
"Ghana","1981",48,"Autocratic"
"Ghana","1985",5,"Autocratic"
"Ghana","1987",13,"Autocratic"
"Ghana","1989",2,"Autocratic"
"Ghana","1990",4,"Autocratic"
"Ghana","1991",1,"Autocratic"
"Ghana","1994",11,"Autocratic"
"Ghana","1996",7,"Minimally Democratic"
"Ghana","1997",5,"Minimally Democratic"
"Ghana","1999",7,"Minimally Democratic"
"Ghana","2000",1,"Democratic"
"Ghana","2001",12,"Democratic"
"Ghana","2002",1,"Democratic"
"Ghana","2003",6,"Democratic"
"Ghana","2004",37,"Democratic"
"Ghana","2005",0,"Democratic"
"Ghana","2006",0,"Democratic"
"Ghana","2007",16,"Democratic"
"Ghana","2009",11,"Democratic"
"Ghana","2010",2,"Democratic"
"Ghana","2011",76,"Democratic"
"Ghana","2012",39,"Democratic"
"Ghana","2013",52,"Democratic"
"Ghana","2014",14,"Democratic"
"Ghana","2015",13,"Democratic"
"Ghana","2016",22,"Democratic"
"Ghana","2018",0,"Democratic"
"Ghana","2019",2,"Democratic"
"Ghana","2020",10,"Minimally Democratic"
"Ghana","2022",40,"Minimally Democratic"
"Ghana","2023",8,"Minimally Democratic"
"Cameroon","1961",0,"Autocratic"
"Cameroon","1963",2,"Autocratic"
"Cameroon","1964",0,"Autocratic"
"Cameroon","1965",2,"Autocratic"
"Cameroon","1966",2,"Autocratic"
"Cameroon","1967",3,"Autocratic"
"Cameroon","1968",3,"Autocratic"
"Cameroon","1971",8,"Autocratic"
"Cameroon","1972",1,"Autocratic"
"Cameroon","1973",15,"Autocratic"
"Cameroon","1976",29,"Autocratic"
"Cameroon","1977",73,"Autocratic"
"Cameroon","1979",1,"Autocratic"
"Cameroon","1981",28,"Autocratic"
"Cameroon","1982",113,"Autocratic"
"Cameroon","1983",5,"Autocratic"
"Cameroon","1984",125,"Autocratic"
"Cameroon","1985",16,"Autocratic"
"Cameroon","1986",11,"Autocratic"
"Cameroon","1987",5,"Autocratic"
"Cameroon","1988",1,"Autocratic"
"Cameroon","1989",3,"Autocratic"
"Cameroon","1990",8,"Autocratic"
"Cameroon","1992",3,"Autocratic"
"Cameroon","1996",5,"Autocratic"
"Cameroon","1997",6,"Autocratic"
"Cameroon","1998",9,"Autocratic"
"Cameroon","1999",4,"Autocratic"
"Cameroon","2001",6,"Autocratic"
"Cameroon","2002",10,"Autocratic"
"Cameroon","2005",5,"Autocratic"
"Cameroon","2006",3,"Autocratic"
"Cameroon","2008",1,"Autocratic"
"Cameroon","2010",10,"Autocratic"
"Cameroon","2012",9,"Autocratic"
"Cameroon","2013",139,"Autocratic"
"Cameroon","2014",124,"Autocratic"
"Cameroon","2015",9,"Autocratic"
"Cameroon","2016",23,"Autocratic"
"Cameroon","2017",8,"Autocratic"
"Cameroon","2018",2,"Autocratic"
"Cameroon","2019",4,"Autocratic"
"Cameroon","2020",2,"Autocratic"
"Cameroon","2021",4,"Autocratic"
"Cameroon","2022",2,"Autocratic"
"Cameroon","2023",4,"Autocratic"
"Ireland","1950",2,"Democratic"
"Ireland","1953",18,"Democratic"
"Ireland","1956",8,"Democratic"
"Ireland","1958",1,"Democratic"
"Ireland","1960",1,"Democratic"
"Ireland","1963",2,"Democratic"
"Ireland","1964",12,"Democratic"
"Ireland","1971",14,"Democratic"
"Ireland","1972",27,"Democratic"
"Ireland","1973",8,"Democratic"
"Ireland","1974",6,"Democratic"
"Ireland","1975",9,"Democratic"
"Ireland","1977",5,"Democratic"
"Ireland","1978",28,"Democratic"
"Ireland","1979",27,"Democratic"
"Ireland","1980",44,"Democratic"
"Ireland","1981",12,"Democratic"
"Ireland","1982",3,"Democratic"
"Ireland","1984",11,"Democratic"
"Ireland","1985",2,"Democratic"
"Ireland","1986",38,"Democratic"
"Ireland","1988",24,"Democratic"
"Ireland","1991",11,"Democratic"
"Ireland","1994",41,"Democratic"
"Ireland","1998",3,"Democratic"
"Ireland","1999",33,"Democratic"
"Ireland","2000",0,"Democratic"
"Ireland","2001",42,"Democratic"
"Ireland","2002",21,"Democratic"
"Ireland","2004",25,"Democratic"
"Ireland","2005",5,"Democratic"
"Ireland","2006",13,"Democratic"
"Ireland","2007",27,"Democratic"
"Ireland","2008",32,"Democratic"
"Ireland","2010",4,"Democratic"
"Ireland","2014",40,"Democratic"
"Ireland","2015",43,"Democratic"
"Ireland","2016",43,"Democratic"
"Ireland","2017",2,"Democratic"
"Ireland","2018",5,"Democratic"
"Ireland","2019",36,"Democratic"
"Ireland","2020",10,"Democratic"
"Ireland","2022",1,"Democratic"
"Ireland","2023",77,"Democratic"
"Serbia","1992",4,"Autocratic"
"Serbia","1993",2,"Autocratic"
"Serbia","1994",2,"Autocratic"
"Serbia","1995",8,"Autocratic"
"Serbia","1996",1,"Autocratic"
"Serbia","1997",14,"Autocratic"
"Serbia","1998",7,"Autocratic"
"Serbia","1999",1,"Autocratic"
"Serbia","2000",1,"Electoral Authoritarian"
"Serbia","2001",27,"Minimally Democratic"
"Serbia","2010",16,"Minimally Democratic"
"Serbia","2012",0,"Minimally Democratic"
"Serbia","2016",23,"Electoral Authoritarian"
"Serbia","2017",65,"Electoral Authoritarian"
"Serbia","2018",4,"Electoral Authoritarian"
"Serbia","2019",84,"Electoral Authoritarian"
"Serbia","2020",145,"Autocratic"
"Serbia","2021",136,"Autocratic"
"Serbia","2022",172,"Electoral Authoritarian"
"Serbia","2023",93,"Autocratic"
"Georgia","1993",4,"Electoral Authoritarian"
"Georgia","1997",4,"Autocratic"
"Georgia","1998",28,"Autocratic"
"Georgia","1999",23,"Autocratic"
"Georgia","2000",6,"Autocratic"
"Georgia","2001",85,"Autocratic"
"Georgia","2003",1,"Autocratic"
"Georgia","2004",38,"Minimally Democratic"
"Georgia","2005",95,"Minimally Democratic"
"Georgia","2006",97,"Minimally Democratic"
"Georgia","2007",161,"Minimally Democratic"
"Georgia","2008",132,"Electoral Authoritarian"
"Georgia","2009",38,"Electoral Authoritarian"
"Georgia","2011",2,"Minimally Democratic"
"Georgia","2013",5,"Democratic"
"Georgia","2014",1,"Democratic"
"Georgia","2017",7,"Democratic"
"Georgia","2018",41,"Minimally Democratic"
"Georgia","2019",6,"Minimally Democratic"
"Georgia","2022",2,"Minimally Democratic"
"Georgia","2023",1,"Minimally Democratic"
"Senegal","1960",0,"Electoral Authoritarian"
"Senegal","1961",8,"Electoral Authoritarian"
"Senegal","1963",0,"Electoral Authoritarian"
"Senegal","1964",4,"Electoral Authoritarian"
"Senegal","1965",0,"Electoral Authoritarian"
"Senegal","1966",2,"Electoral Authoritarian"
"Senegal","1968",1,"Electoral Authoritarian"
"Senegal","1969",38,"Electoral Authoritarian"
"Senegal","1971",12,"Electoral Authoritarian"
"Senegal","1973",1,"Autocratic"
"Senegal","1974",17,"Autocratic"
"Senegal","1976",15,"Autocratic"
"Senegal","1977",41,"Autocratic"
"Senegal","1978",20,"Electoral Authoritarian"
"Senegal","1979",29,"Electoral Authoritarian"
"Senegal","1982",7,"Electoral Authoritarian"
"Senegal","1983",38,"Electoral Authoritarian"
"Senegal","1984",4,"Electoral Authoritarian"
"Senegal","1986",14,"Electoral Authoritarian"
"Senegal","1987",18,"Electoral Authoritarian"
"Senegal","1994",1,"Democratic"
"Senegal","1995",6,"Democratic"
"Senegal","2005",16,"Democratic"
"Senegal","2006",15,"Democratic"
"Senegal","2007",12,"Democratic"
"Senegal","2008",6,"Democratic"
"Senegal","2009",6,"Democratic"
"Senegal","2010",4,"Democratic"
"Senegal","2011",16,"Democratic"
"Senegal","2014",9,"Democratic"
"Senegal","2015",24,"Democratic"
"Senegal","2016",40,"Democratic"
"Senegal","2017",48,"Democratic"
"Senegal","2018",15,"Democratic"
"Senegal","2019",40,"Democratic"
"Senegal","2020",22,"Democratic"
"Senegal","2021",21,"Democratic"
"Senegal","2022",28,"Democratic"
"Senegal","2023",170,"Democratic"
"Bolivia","1951",6,"Autocratic"
"Bolivia","1954",2,"Autocratic"
"Bolivia","1958",26,"Electoral Authoritarian"
"Bolivia","1959",3,"Electoral Authoritarian"
"Bolivia","1960",6,"Electoral Authoritarian"
"Bolivia","1961",4,"Electoral Authoritarian"
"Bolivia","1962",2,"Electoral Authoritarian"
"Bolivia","1963",4,"Electoral Authoritarian"
"Bolivia","1964",2,"Autocratic"
"Bolivia","1965",2,"Autocratic"
"Bolivia","1966",1,"Autocratic"
"Bolivia","1967",14,"Autocratic"
"Bolivia","1968",17,"Autocratic"
"Bolivia","1969",1,"Autocratic"
"Bolivia","1970",2,"Autocratic"
"Bolivia","1971",2,"Autocratic"
"Bolivia","1972",12,"Autocratic"
"Bolivia","1973",16,"Autocratic"
"Bolivia","1974",23,"Autocratic"
"Bolivia","1975",17,"Autocratic"
"Bolivia","1976",16,"Autocratic"
"Bolivia","1977",1,"Autocratic"
"Bolivia","1978",11,"Autocratic"
"Bolivia","1979",52,"Autocratic"
"Bolivia","1980",39,"Autocratic"
"Bolivia","1981",28,"Autocratic"
"Bolivia","1982",2,"Autocratic"
"Bolivia","1985",18,"Electoral Authoritarian"
"Bolivia","1986",15,"Democratic"
"Bolivia","1988",56,"Democratic"
"Bolivia","1989",66,"Democratic"
"Bolivia","1991",11,"Democratic"
"Bolivia","1992",25,"Democratic"
"Bolivia","1993",16,"Democratic"
"Bolivia","1994",9,"Democratic"
"Bolivia","1995",2,"Democratic"
"Bolivia","1999",9,"Democratic"
"Bolivia","2000",19,"Democratic"
"Bolivia","2003",5,"Democratic"
"Bolivia","2004",1,"Democratic"
"Bolivia","2005",1,"Democratic"
"Bolivia","2006",9,"Democratic"
"Bolivia","2007",2,"Democratic"
"Bolivia","2008",3,"Democratic"
"Bolivia","2009",5,"Democratic"
"Bolivia","2010",1,"Democratic"
"Bolivia","2011",25,"Democratic"
"Bolivia","2012",12,"Democratic"
"Bolivia","2013",1,"Democratic"
"Bolivia","2014",46,"Democratic"
"Bolivia","2016",27,"Democratic"
"Bolivia","2017",7,"Democratic"
"Bolivia","2018",1,"Democratic"
"Bolivia","2019",34,"Autocratic"
"Bolivia","2020",26,"Electoral Authoritarian"
"Eritrea","1993",21,"Autocratic"
"Eritrea","1994",20,"Autocratic"
"Eritrea","1995",7,"Autocratic"
"Eritrea","1996",43,"Autocratic"
"Eritrea","1997",53,"Autocratic"
"Eritrea","1998",212,"Autocratic"
"Eritrea","1999",31,"Autocratic"
"Eritrea","2000",20,"Autocratic"
"Eritrea","2001",57,"Autocratic"
"Eritrea","2002",18,"Autocratic"
"Eritrea","2003",17,"Autocratic"
"Eritrea","2004",80,"Autocratic"
"Eritrea","2005",98,"Autocratic"
"Eritrea","2007",4,"Autocratic"
"Chad","1960",1,"Autocratic"
"Chad","1961",1,"Electoral Authoritarian"
"Chad","1965",0,"Autocratic"
"Chad","1971",4,"Autocratic"
"Chad","1973",3,"Autocratic"
"Chad","1974",13,"Autocratic"
"Chad","1975",10,"Autocratic"
"Chad","1976",8,"Autocratic"
"Chad","1977",3,"Autocratic"
"Chad","1980",10,"Autocratic"
"Chad","1983",37,"Autocratic"
"Chad","1984",9,"Autocratic"
"Chad","1985",1,"Autocratic"
"Chad","1986",29,"Autocratic"
"Chad","1987",28,"Autocratic"
"Chad","1988",9,"Autocratic"
"Chad","1989",56,"Autocratic"
"Chad","1994",3,"Autocratic"
"Chad","1995",1,"Autocratic"
"Chad","1998",7,"Autocratic"
"Chad","1999",7,"Autocratic"
"Chad","2001",16,"Autocratic"
"Chad","2006",18,"Autocratic"
"Chad","2007",30,"Autocratic"
"Chad","2008",82,"Autocratic"
"Chad","2009",36,"Autocratic"
"Chad","2010",42,"Autocratic"
"Chad","2011",1,"Autocratic"
"Chad","2012",4,"Autocratic"
"Chad","2013",59,"Autocratic"
"Chad","2014",58,"Autocratic"
"Chad","2015",1,"Autocratic"
"Chad","2016",2,"Autocratic"
"Chad","2017",6,"Autocratic"
"Chad","2018",7,"Autocratic"
"Chad","2019",1,"Autocratic"
"Chad","2020",4,"Autocratic"
"Chad","2021",43,"Autocratic"
"Chad","2022",5,"Autocratic"
"Chad","2023",26,"Autocratic"
"Mali","1961",3,"Electoral Authoritarian"
"Mali","1962",10,"Electoral Authoritarian"
"Mali","1963",4,"Electoral Authoritarian"
"Mali","1966",1,"Autocratic"
"Mali","1967",12,"Autocratic"
"Mali","1969",2,"Autocratic"
"Mali","1971",15,"Autocratic"
"Mali","1975",11,"Autocratic"
"Mali","1976",89,"Autocratic"
"Mali","1981",91,"Autocratic"
"Mali","1982",4,"Autocratic"
"Mali","1983",15,"Autocratic"
"Mali","1984",13,"Autocratic"
"Mali","1985",0,"Autocratic"
"Mali","1988",2,"Autocratic"
"Mali","1990",1,"Autocratic"
"Mali","1994",0,"Minimally Democratic"
"Mali","1997",9,"Minimally Democratic"
"Mali","1998",4,"Minimally Democratic"
"Mali","2000",7,"Minimally Democratic"
"Mali","2002",1,"Minimally Democratic"
"Mali","2003",3,"Minimally Democratic"
"Mali","2005",13,"Minimally Democratic"
"Mali","2007",8,"Minimally Democratic"
"Mali","2008",3,"Minimally Democratic"
"Mali","2009",10,"Minimally Democratic"
"Mali","2011",0,"Minimally Democratic"
"Mali","2012",9,"Electoral Authoritarian"
"Mali","2013",7,"Electoral Authoritarian"
"Mali","2014",1,"Minimally Democratic"
"Mali","2016",22,"Minimally Democratic"
"Mali","2017",32,"Minimally Democratic"
"Mali","2020",44,"Electoral Authoritarian"
"Mali","2021",38,"Autocratic"
"Mali","2022",62,"Autocratic"
"Mali","2023",81,"Autocratic"
"Slovakia","1994",29,"Democratic"
"Slovakia","1995",208,"Democratic"
"Slovakia","1996",29,"Democratic"
"Slovakia","2000",0,"Democratic"
"Slovakia","2002",29,"Democratic"
"Slovakia","2004",1,"Democratic"
"Slovakia","2005",4,"Democratic"
"Slovakia","2007",0,"Democratic"
"Slovakia","2008",0,"Democratic"
"Slovakia","2009",9,"Democratic"
"Slovakia","2010",9,"Democratic"
"Slovakia","2012",2,"Democratic"
"Slovakia","2013",5,"Democratic"
"Slovakia","2017",47,"Democratic"
"Slovakia","2018",34,"Democratic"
"Slovakia","2019",15,"Democratic"
"Slovakia","2020",25,"Democratic"
"Slovakia","2021",1,"Democratic"
"Slovakia","2022",3,"Democratic"
"Slovakia","2023",74,"Democratic"
"Croatia","1991",1,"Autocratic"
"Croatia","1992",29,"Electoral Authoritarian"
"Croatia","1993",29,"Electoral Authoritarian"
"Croatia","1994",53,"Electoral Authoritarian"
"Croatia","1995",1,"Electoral Authoritarian"
"Croatia","1996",12,"Electoral Authoritarian"
"Croatia","1997",41,"Electoral Authoritarian"
"Croatia","2001",57,"Minimally Democratic"
"Croatia","2002",2,"Minimally Democratic"
"Croatia","2003",24,"Democratic"
"Croatia","2004",8,"Democratic"
"Croatia","2007",20,"Democratic"
"Croatia","2008",103,"Democratic"
"Croatia","2009",4,"Democratic"
"Croatia","2010",11,"Democratic"
"Croatia","2011",19,"Democratic"
"Croatia","2012",19,"Democratic"
"Croatia","2014",27,"Democratic"
"Croatia","2015",11,"Democratic"
"Croatia","2016",20,"Democratic"
"Croatia","2017",13,"Democratic"
"Croatia","2018",3,"Democratic"
"Croatia","2019",5,"Democratic"
"Croatia","2022",29,"Democratic"
"Croatia","2023",88,"Democratic"
"Gabon","1961",3,"Autocratic"
"Gabon","1964",3,"Autocratic"
"Gabon","1965",0,"Autocratic"
"Gabon","1966",2,"Autocratic"
"Gabon","1968",4,"Autocratic"
"Gabon","1969",4,"Autocratic"
"Gabon","1970",1,"Autocratic"
"Gabon","1971",24,"Autocratic"
"Gabon","1973",2,"Autocratic"
"Gabon","1974",11,"Autocratic"
"Gabon","1975",34,"Autocratic"
"Gabon","1976",47,"Autocratic"
"Gabon","1977",28,"Autocratic"
"Gabon","1978",76,"Autocratic"
"Gabon","1980",33,"Autocratic"
"Gabon","1981",36,"Autocratic"
"Gabon","1982",5,"Autocratic"
"Gabon","1983",11,"Autocratic"
"Gabon","1984",99,"Autocratic"
"Gabon","1985",2,"Autocratic"
"Gabon","1986",8,"Autocratic"
"Gabon","1987",10,"Autocratic"
"Gabon","1988",22,"Autocratic"
"Gabon","1990",29,"Autocratic"
"Gabon","2004",7,"Autocratic"
"Gabon","2006",20,"Autocratic"
"Gabon","2007",18,"Autocratic"
"Gabon","2010",27,"Autocratic"
"Gabon","2011",5,"Autocratic"
"Gabon","2012",1,"Autocratic"
"Gabon","2013",2,"Autocratic"
"Gabon","2015",5,"Autocratic"
"Gabon","2016",3,"Electoral Authoritarian"
"Gabon","2019",26,"Autocratic"
"Gabon","2021",2,"Autocratic"
"Gabon","2023",16,"Autocratic"
"Honduras","1951",1,"Autocratic"
"Honduras","1952",2,"Autocratic"
"Honduras","1954",1,"Autocratic"
"Honduras","1956",9,"Autocratic"
"Honduras","1957",1,"Autocratic"
"Honduras","1958",12,"Autocratic"
"Honduras","1959",1,"Autocratic"
"Honduras","1962",14,"Autocratic"
"Honduras","1965",1,"Autocratic"
"Honduras","1966",6,"Autocratic"
"Honduras","1969",19,"Autocratic"
"Honduras","1973",2,"Autocratic"
"Honduras","1975",31,"Autocratic"
"Honduras","1976",30,"Autocratic"
"Honduras","1977",34,"Autocratic"
"Honduras","1978",33,"Autocratic"
"Honduras","1979",9,"Autocratic"
"Honduras","1980",13,"Autocratic"
"Honduras","1981",31,"Autocratic"
"Honduras","1982",34,"Electoral Authoritarian"
"Honduras","1983",37,"Electoral Authoritarian"
"Honduras","1984",25,"Electoral Authoritarian"
"Honduras","1985",35,"Electoral Authoritarian"
"Honduras","1986",75,"Electoral Authoritarian"
"Honduras","1987",13,"Electoral Authoritarian"
"Honduras","1988",44,"Electoral Authoritarian"
"Honduras","1989",17,"Electoral Authoritarian"
"Honduras","2008",0,"Minimally Democratic"
